,ID,Count
0,18288,411.7163612973081
1,18289,328.5711962101848
2,18290,278.0724343806067
3,18291,229.76131813014246
4,18292,193.3907958098247
5,18293,173.11666236592987
6,18294,186.14742081543443
7,18295,215.8818409944267
8,18296,248.60140965595585
9,18297,321.2473392714125
10,18298,455.97411416707325
11,18299,505.50709266406614
12,18300,510.8628002356761
13,18301,451.8183192207968
14,18302,483.10384596424484
15,18303,477.00185127200075
16,18304,464.8271280491063
17,18305,475.6556078386998
18,18306,487.3620724760982
19,18307,517.140391897481
20,18308,496.9540569383662
21,18309,463.8540281761219
22,18310,465.53683246774796
23,18311,454.5327557085938
24,18312,392.3464234120165
25,18313,313.1129723945629
26,18314,264.9900157839975
27,18315,218.95178302544002
28,18316,184.2923774457355
29,18317,164.97207713164136
30,18318,177.38978007621083
31,18319,205.72529089413854
32,18320,236.9055085067797
33,18321,306.1336794987103
34,18322,434.52199057187033
35,18323,481.72460086649926
36,18324,486.82833952760245
37,18325,430.56171248511276
38,18326,460.3753552649997
39,18327,454.56043990521823
40,18328,442.9584984679565
41,18329,453.277532919367
42,18330,464.433245839811
43,18331,492.8105905811906
44,18332,473.57395811399925
45,18333,442.031179831444
46,18334,443.6348135637578
47,18335,433.14844341854086
48,18336,377.9204337445395
49,18337,301.6002779108577
50,18338,255.24673025474434
51,18339,210.901254280633
52,18340,177.5162230724992
53,18341,158.90630123026634
54,18342,170.8674238578438
55,18343,198.16108043194458
56,18344,228.19484819754007
57,18345,294.87760314937293
58,18346,418.545268541965
59,18347,464.0123096361243
60,18348,468.92839147968795
61,18349,414.7306039420415
62,18350,443.4480437823113
63,18351,437.8469341408742
64,18352,426.6715786932109
65,18353,436.6111977211805
66,18354,447.3567318054721
67,18355,474.6906841323893
68,18356,456.1613537957883
69,18357,425.7783561724536
70,18358,427.32302669707053
71,18359,417.2222246578367
72,18360,262.6251825320113
73,18361,209.58863550518137
74,18362,177.3765405052535
75,18363,146.55989847620052
76,18364,123.35990945205657
77,18365,110.42746737080462
78,18366,118.73951332775518
79,18367,137.70647277135214
80,18368,158.57759546617655
81,18369,204.91690164616563
82,18370,290.8562695581724
83,18371,322.45231174152684
84,18372,325.8686046334347
85,18373,288.20537562018944
86,18374,308.16175322373806
87,18375,304.26941951902353
88,18376,296.5034203767633
89,18377,303.41067922925424
90,18378,310.8779860968121
91,18379,329.8729479411626
92,18380,316.996510661417
93,18381,295.8827004933971
94,18382,296.95612585560866
95,18383,289.9368574001045
96,18384,261.67270192410024
97,18385,208.82850614883947
98,18386,176.73323694425926
99,18387,146.0283597263741
100,18388,122.91251168001531
101,18389,110.02697256586106
102,18390,118.30887266052326
103,18391,137.20704334255942
104,18392,158.00247131747733
105,18393,204.17371558468648
106,18394,289.80140134723933
107,18395,321.2828520158874
108,18396,324.6867548060574
109,18397,287.1601215865611
110,18398,307.0441220384281
111,18399,303.1659049250378
112,18400,295.42807125995216
113,18401,302.31027908707154
114,18402,309.7505037650385
115,18403,328.6765752896172
116,18404,315.84683786054734
117,18405,294.80960258359573
118,18406,295.87913488105346
119,18407,288.8853236837648
120,18408,410.1423495145149
121,18409,327.31505245944413
122,18410,277.0093498658065
123,18411,228.88292937525446
124,18412,192.65145334034096
125,18413,172.45482890003797
126,18414,185.43577012276623
127,18415,215.05651415935603
128,18416,247.6509943098557
129,18417,320.01919498389645
130,18418,454.2309028307878
131,18419,503.574514328749
132,18420,508.90974676841046
133,18421,450.09099569181564
134,18422,481.25691633661376
135,18423,475.17824986847495
136,18424,463.050071207824
137,18425,473.83715318965284
138,18426,485.4988634402787
139,18427,515.1633388903085
140,18428,495.05417727688484
141,18429,462.08069154324016
142,18430,463.7570623917676
143,18431,452.79505475617975
144,18432,400.4942445614825
145,18433,319.6153599439697
146,18434,270.49303843481147
147,18435,223.49873404116153
148,18436,188.11955985657366
149,18437,168.39803668910358
150,18438,181.07361689887065
151,18439,209.99756859594657
152,18440,241.82530284528832
153,18441,312.4911287311812
154,18442,443.5456677444583
155,18443,491.7285301925896
156,18444,496.9382577128308
157,18445,439.50314693640246
158,18446,469.9359268224011
159,18447,464.00025366409363
160,18448,452.1573758038735
161,18449,462.69070466993446
162,18450,474.0780872278384
163,18451,503.0447416095067
164,18452,483.4086238112204
165,18453,451.21079962874717
166,18454,452.8477358714458
167,18455,442.14359626701656
168,18456,415.4301927723074
169,18457,331.53502802492875
170,18458,280.58074897825423
171,18459,231.83384887028683
172,18460,195.13525119700097
173,18461,174.67823768811425
174,18462,187.82653832302137
175,18463,217.82917379762065
176,18464,250.8438848808906
177,18465,324.1451072301272
178,18466,460.0871666861491
179,18467,510.06695068295966
180,18468,515.4709686867509
181,18469,455.8938849564315
182,18470,487.4616185414188
183,18471,481.30458163546007
184,18472,469.020037976569
185,18473,479.94619459625557
186,18474,491.7582558067277
187,18475,521.8051865108665
188,18476,501.4367634610578
189,18477,468.03816038844786
190,18478,469.7361441874533
191,18479,458.63280664960985
192,18480,396.06025488701584
193,18481,316.07680420930683
194,18482,267.4983303816451
195,18483,221.02431376558445
196,18484,186.03683283291178
197,18485,166.53365245382574
198,18486,179.06889758379782
199,18487,207.6726236973325
200,18488,239.14798373171448
201,18489,309.0314474574251
202,18490,438.63504309094617
203,18491,486.28445888539284
204,18492,491.43650797867735
205,18493,434.6372782207475
206,18494,464.73312784217364
207,18495,458.86317026867755
208,18496,447.15140839541925
209,18497,457.56811967692295
210,18498,468.82942917044045
211,18499,497.47538519457606
212,18500,478.0566646366909
213,18501,446.21531204377004
214,18502,447.83412528346315
215,18503,437.24849435955707
216,18504,381.63426521953886
217,18505,304.56410972560167
218,18506,257.75504485239196
219,18507,212.97378502077743
220,18508,179.2606784596755
221,18509,160.46787655245072
222,18510,172.54654136543076
223,18511,200.10841323513858
224,18512,230.43732342247483
225,18513,297.7753711080877
226,18514,422.65832106104085
227,18515,468.57216765501795
228,18516,473.53655993076273
229,18517,418.80616967767617
230,18518,447.80581635948533
231,18519,442.1496645043336
232,18520,430.8644886206736
233,18521,440.90178447873643
234,18522,451.75291513610165
235,18523,479.3554787457748
236,18524,460.64406031847994
237,18525,429.9624883847796
238,18526,431.5223384167758
239,18527,421.3222755988529
240,18528,266.33901400701063
241,18529,212.55246731992526
242,18530,179.88485510290107
243,18531,148.63242921634486
244,18532,125.10436483923283
245,18533,111.98904269298899
246,18534,120.41863083534213
247,18535,139.65380557454608
248,18536,160.8200706911113
249,18537,207.81466960488035
250,18538,294.9693220772482
251,18539,327.0121697604204
252,18540,330.47677308450943
253,18541,292.2809413558241
254,18542,312.519525800912
255,18543,308.5721498824828
256,18544,300.696330304226
257,18545,307.7012659868101
258,18546,315.2741694274415
259,18547,334.537742554548
260,18548,321.4792171841086
261,18549,300.06683270572313
262,18550,301.15543757531395
263,18551,294.0369083411206
264,18552,265.38653339909956
265,18553,211.79233796358346
266,18554,179.24155154190686
267,18555,148.10089046651848
268,18556,124.6569670671916
269,18557,111.58854788804545
270,18558,119.98799016811026
271,18559,139.1543761457534
272,18560,160.2449465424121
273,18561,207.07148354340126
274,18562,293.91445386631517
275,18563,325.842710034781
276,18564,329.2949232571322
277,18565,291.23568732219576
278,18566,311.4018946156021
279,18567,307.4686352884971
280,18568,299.6209811874149
281,18569,306.6008658446274
282,18570,314.14668709566797
283,18571,333.34136990300266
284,18572,320.32954438323907
285,18573,298.9937347959218
286,18574,300.07844660075887
287,18575,292.985374624781
288,18576,413.8561809895142
289,18577,330.2788842741881
290,18578,279.517664463454
291,18579,230.95546011539886
